/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_UPDATE_1_2_Page2" = "\cj| Made the pistol do more damage\n\cj| Probably fixed more crashes\n\cj| Made combat rifle spit blood better\n\cj| Made the cannon a bit easier to aim\n\cj| Fixed revenant missiles changing state when adrenaline is activated\n\cj| Fixed all the crashes ever probably\n\cj| Changed the pistol's capacity to 14 rounds instead of 7\n\cj| Moved murderous enemies to the Extra Hard skill\n\cj| Fixed not being able to pick up weapons sometimes\n\cj| Made the pistol, rocket launcher and shotgun's firing animations better\n\cj| Fixed the spiral rocket attack not being strong enough and not doing\n\cj  damage to Cyberdemons\n\cj| Gave the Gauss Rifle 5 extra rounds\n\cj| Fixed scopes being offset wrong\n\cj| Buffed the rocket launcher's attacks\n\cj| Nerfed the shotgun's attacks\n\cj| Fixed the barrier powerup acting weirdly sometimes\n\cj| Fixed flashes not showing up on players in co-op\n\cj| Reduced file size by compressing music\n\cj| Made the punctuator cannon's attacks pitchable\n\cj| Buffed bosses quite a bit\n\cj| Buffed some weapons";
"LITH_UPDATE_1_1" = "\cf(\ciJan. 19, 2017\cf) \cjFrom \cn1.0\cj to \cf1.1\cj:\n\cd+ Added an indicator for weapons that take ammo and ones that have\n\cd  magazines\n\cd+ Added reloading to the rifle, which now has a 40-round magazine that\n\cd  must be reloaded but doesn't take ammo\n\cd+ Added the Defensive Mini Nuke upgrade\n\cd+ Made the player explode on death in singleplayer, togglable\n\cd  with lith_sv_revenge\n\cd+ Gave grenades a small smoke trail\n\cd+ Added weapon readying sounds to the Former Human and Former\n\cd  Sergeant\n\cd+ Added the Adrenaline Injector upgrade\n\cd+ Moved the HUD into an upgrade, so it can be disabled (also gives you\n\cd  extra score)\n\cd+ Gave the Mancubus a new attack\n\cd+ Gave the Cyberdemon a new attack\n\cd+ Added powerups to the shop\n\cd+ Added a score multiplier view to the upgrades shop so you can see\n\cd  what gives how much\n\cd+ Added the Instant Death downgrade\n\cd+ Added reloading to the Gauss Shotgun (now Gauss Rifle), which has a\n\cd  10-round magazine";
"LITH_UPDATE_1_1_Page2" = "\cd+ Added a settings page to the CBI which lets you set up CVars\n\cd+ Gave the Hell Knight a new attack\n\cd+ Gave the Omega Cannon new sprites, new effects and better balance\n\cd+ Added the Reactive Armor 2 upgrade\n\cd+ Added the Omega Railgun upgrade!\n\cd+ Gave the Shotgun new sprites/animations by Sgt. Shivers\n\cd+ Gave the Megasphere and Soulsphere new sprites\n\cd+ Added a custom Teleport Fog effect\n\cd+ Gave the Baron of Hell a new attack\n\cd+ Made the Blur Sphere into a Barrier powerup\n\cd+ Added fun\n\cj| Fixed the laser rifle making too many particles, destroying FPS (sadly\n\cj  it doesn't look as nice anymore)\n\cj| Fixed a potential script overrun in the first tic that could cause\n\cj  weird bugs\n\cj| Fixed deselecting the Punctuator Cannon while scoped breaking things\n\cj| Fixed the Blue Skull Key giving a wrong pickup message\n\cj| Made inputs a bit snappier\n\cj| Improved scope visuals\n\cj| Fixed enemies not giving score on XDeath\n\cj| Changed the price of Torgue Mode";
"LITH_UPDATE_1_1_Page3" = "\cj| Changed the amount of score the base upgrades take, making it easier\n\cj  to obtain score\n\cj| Improved GUI behaviour\n\cj| Fixed powerups not having the correct sound\n\cj| Improved the Charge Launcher description\n\cj| Nerfed the Gauss Rifle and the Combat Rifle further\n\cj| Made the Charge Launcher better\n\cj| Tweaked prices on upgrades\n\cj| Fixed cannon explosion sounds sometimes not playing\n\cj| Nerfed the Reactive Armor\n\cj| Probably fixed a ton of crashes\n\cj| Fixed there not being a space inbetween pickup messages and the\n\cj  forward arrow\n\cj| Fixed a bunch of things not alerting monsters\n\cj| Fixed inconsistencies log messages\n\cj| Made the scope on the Combat Rifle's burst fire mode optional (disabled\n\cj  by default)\n\cj| Fixed the Lost Souls giving too much Score\n\cj| Added Thing ID validation to the player, which should possibly fix more\n\cj  advanced ZDoom maps breaking";
"LITH_ADVICE_Terminal" = "Walk up to the terminal and press {+use} to read it.\n\nSome terminals may be necessary to progress.";
"LITH_ADVICE_Jump" = "Press {+jump} to climb the barrier.";
"LITH_ADVICE_DoubleJump" = "Some classes can double-jump or temporarily fly.\n\nTry jumping ({+jump}) or running ({+speed}) mid-air to get up to the platform.";
"LITH_ADVICE_Dialogue" = "Some people and things are not enemies, at least not right now.\n\nWalk up to the robot and press {+use} on it to talk with it.\n\nDialogues are not necessary to progress.";
"LITH_ADVICE_Crouch" = "Press {+crouch} to crouch into the vent.";
"LITH_MARKER_Unknown" = "Unknown";
"LITH_MARKER_M1A1_EscapePod" = "Escape Pod 02C3";
"LITH_MARKER_M1A1_Quarters" = "Personal Quarters";
"LITH_MARKER_M1A1_TeleportBay" = "Teleport Bay 1E14";
"QUITMSG1" = "Hold it, your contract isn't complete yet!";
"QUITMSG2" = "I got nothing.";
"QUITMSG3" = "Leave before I make you leave!";
"QUITMSG4" = "Super, now I can get back to emitting bees at your house!";
"QUITMSG5" = "Look at this wuss!";
"QUITMSG6" = "I'm rooting for you whichever way you go!";
"QUITMSG7" = "Exit?";
"QUITMSG8" = "Wait, there's a youkai waiting for you at the exit!";
"QUITMSG9" = "Get outta here, and get me some money too.";
"QUITMSG10" = "Wait, don't go!\nI still have to sell you the expansion pack!";
"QUITMSG11" = "There are still explosions to be had,\nare you really sure?";
"QUITMSG12" = "Get out! Get out!\nGo and do your job!";
"QUITMSG13" = "If you leave, I'll personally\nsend pizzas to your doorstep.";
"QUITMSG14" = "C'mon,\njust 5 more minutes?";
"QUITMSG15" = "HEY\nHEY\nDIE";
"QUITMSG16" = "Villain!! What color is your blood!!";
"QUITMSG17" = "The Omega Cannon was created in a swamp dimension by\nan insane lizard-man who lusted for murder.\nHow it got here is a mystery.";
"QUITMSG18" = "Jeremy Stilko, Cyber-Mage, is blind, but can see\nthanks to cybernetics. The profile image he has\nis unusual in that he doesn't have a blindfold on.";
"QUITMSG19" = "Cyber-Mage's weapon pickups look retro due to\nlimitations in his bootleg space reformation wetware.";
"QUITMSG20" = "Marine's Sniper Rifle was formerly his service weapon.";
"QUITMSG21" = "The English language diversified in the past\nthousand years, splitting into dozens of dialects.\nThe most common are Eastern and Northwest English.";
"QUITMSG22" = "The Ensurer watches over all.";
"QUITMSG23" = "The Star Destroyer's hum is a product of the\nenergy buffer on its top channeling sound\nthrough the main hull of the gun, which may\nprove the existence of a fifth dimension.";
"QUITMSG24" = "The amount of wetware jammed into Cyber-Mage's\nbrain is not healthy for anyone.";
"QUITMSG25" = "Marine was previously a gun collector, but stopped\nafter regulations passed regarding personal defense\nweaponry in the military.";
"QUITMSG26" = "The Shock Rifle was previously used for hunting,\nfamed for its great power and ease of use.\nBefore it was stripped down and modified, anyway.";
"QUITMSG27" = "Rumors have spread of similarities between the\nphantoms haunting Hell and tales of past heroes.";
"QUITMSG28" = "Within the week there will be OLD MEN,\nRUNNING THE WORLD, if you quit.";
"QUITMSG29" = "On the planet Durla Prime, one such being exists whose\nonly true name is \"King Crimera Haxfucker.\"";
"QUITMSG30" = "AAAGH";
"QUITMSG31" = "wan";
"QUITMSG32" = "hellote i been looking at the sources what dont tell me how do i made a BSP grenades\n\nlike it is regular grenades but when you make explode it deform bsp tree into shrub";
"QUITMSG33" = "~text interface terminal malfunction error ~2992dud";
"QUITMSG34" = "Internet pornography.";
"QUITMSG35" = "if god is everywhere, then that means he's in this quit message and he needs to get the fuck OUT";
"QUITMSG36" = "Now if you'll excuse me, I need to go die to the Soviet Union.";
"QUITMSG37" = "The Charge Fist uses pneumatics to launch\nyour fist forward, via advanced cybernetics.";
"QUITMSG38" = "Can you at least offer weak opposition to exiting?";
"QUITMSG39" = "BORN TO CRASH\nZDoom is a fuck\n410,757,864,530 SCRIPT ERRORS";
"QUITMSG40" = "GET OUT";
"QUITMSG41" = "do-it.wad";
"QUITMSG42" = "You'll do whatever it takes to get the JooJ done right, right?";
"QUITMSG43" = "La la lai la, la la lai la, la la lai la lai lai laa";
"QUITMSG44" = "You dare defy ME?";
"QUITMSG45" = "At this journey's end, where does one go but to a DOS prompt?";
"QUITMSG46" = "I bet you'll come back for more. I know it.";
"QUITMSG47" = "AFTER 3000 YEARS I AM FREE!\nDO YOU DARE QUIT AND LEAVE\nTHE FATE OF THE WORLD IN MY HANDS?";
"QUITMSG48" = "Quitting? What are you, a NERD?";
"QUITMSG49" = "Master, your orders?";
"QUITMSG50" = "Off to go play [insert game here], I see.";
"QUITMSG51" = "Did you select the wrong menu option?";
"QUITMSG52" = "This is all just a dream.";
"QUITMSG53" = "This mod is just riddled with unsupported bytecode,\nyou better get out of here before it blows.";
"QUITMSG54" = "See you, space cowboy.";
"QUITMSG55" = "FUCKING NINJAS STABBING LESBIAN NUNS";
"QUITMSG56" = "Will you give your Door of Truth to me?";
"QUITMSG57" = "You press Y. I'll be waiting.";
"QUITMSG58" = "Engarde, fuckboy.";
"QUITMSG59" = "If you quit, I will unleash the skeleton inside you.";
"QUITMSG60" = "AAAAAAAAAAAAAAAAAAAAAAAAAAAAA";
"QUITMSG61" = "GMOTA never";
"QUITMSG62" = ":thinking:";
"QUITMSG63" = "nyu~";
"QUITMSG64" = "Hey, Ron! Can we say 'fuck' in the game?";
"QUITMSG65" = "I'd leave - this is just more monsters and Score.\nWhat a load.";
"QUITMSG66" = "Trust us now, it's time to let go.";
"QUITMSG67" = "Enter the maze through your reflection,\nwe have to follow through a new connection.";
"QUITMSG68" = "YOU MEAN THIS GUY JUST QUITS WHEN HE WANTS??????";
"QUITMSG69" = "[smooth saxophone plays]";
"QUITMSG70" = "hetlo it is me of the durdandle i hav\ncome to tell u that if u quit i will\nexit the universe and punch you through\ndeep non-existence thank for cooperate";
"QUITMSG71" = "Press Y to BECOME THE BEAST YOU WORSHIP.";
"QUITMSG72" = "Fuck, fucking cock.";
"QUITMSG73" = "hello hacker fucker\nthis is marble\nheres the deal.\nif you hack this mod\ni will find you\nwhere ever you are\nand break your legs\nand thats a promise";
"QUITMSG74" = "Detonating in 5... 4... 3... 2...";
"QUITMSG75" = "Look, bub. It's my way, or the highway.";
"QUITMSG76" = "|  ||\n|| |_";
"QUITMSG77" = "AOHA PZ TVZA LEJLSSLUA";
"QUITMSG78" = "In modern times, Japanese pornography is hard to come by.";
"QUITMSG79" = "Hey! Who's in charge here?";
"QUITMSG80" = "If you leave, The Third Impact will become inevitable.\nAre you sure?";
"QUITMSG81" = "Wait! The Wood Cube is going to drop!";
"QUITMSG82" = "The Norwegians are leaving! The Norwegians are leaving!\nThe Norwegians are leaving! The Norwegians are leaving!";
"QUITMSG83" = "Saotome. Sukida.";
"QUITMSG84" = "Throw yourself into the pit of Crest Worms?";
"QUITMSG85" = "the way grows\n               dim\n\nhungry chaos lurks behind the\nbright corona\n\ndream ahead beyond the falling path\na billion S'pht lie yet unborn\n\nour own death fortold\n\nyour dark mind cutting through\nthe deeping sky\n\nanother time\nanother time";
"QUITMSG86" = "Return to the wheat?";
"QUITMSG87" = "Gotta keep it together y'all, 'cus it's about time.";
"QUITMSG88" = "You leave, you give me your Yanagi card.";
"QUITMSG89" = "Water, 35 liters; carbon, 20 kilograms;\nammonia, 4 liters; lime, 1.5 kilograms;\nphosphorus, 800 grams; salt, 250 grams;\nsaltpeter, 100 grams, and various other stuff.";
"QUITMSG90" = "I've seen 'em come, I've seen 'em go.";
"QUITMSG91" = "WINNERS DON'T PRESS Y";
"QUITMSG92" = "Hand over the Platinum Chip?";
"QUITMSG93" = "Destroy Liberty Prime?";
"QUITMSG94" = "Press the Red Button?";
"QUITMSG95" = "The Zone awaits...";
"QUITMSG96" = "The suspense is killing me!\nJust do it already!";
"QUITMSG97" = "If you quit, you will never become THE COPPER MAN.";
"QUITMSG98" = ">stops in mid flow to sip his tea";
"QUITMSG99" = "bepis";
"QUITMSG100" = "Crungy Spimmy: Back 2 Tha Source: Wrong Number: Remastered Edition: Featuring Jungo from Chummy Tuungle 3: Lord of the Flies: Special Edition: Featuring Exclusive Grimbo and Hat DLC: Expansion Pack: Electronic Knucle Scrungus Mod: Day 1 Edition [Early Access] Only on PS4: Steam Greenlight Approved: The Long Lost Tale of the Gringledop Boopledonger: Frodus Poster Pack: HTC Vive Support Enabled: (BUY ROCKBAND MICROPHONE AND DRUMSET TO EXPAND YOUR BAND): \"Every Chimmbus Eases the Pain\" Extended Digital Special Edition: What's Under Double D's hat in Ed Edd 'n' Eddy? The Game Theory: Way If We Pees Form Butts?: Featuring Dongle Flopperdinglebop from the Fun Truungledinge Lost Tale of the Gringledop Boopledonger Series 2: Super Mega Edition: Redial: Featuring a Free Comic About Grimbo's Quest for the Humbusdoob: Ultra Edition: Bumbicop Statue With Real Chimmbus Action: Fire Red Version: Dream Drop Distance: Subsistence: See Inside: Crungy Spimmy and the Gringle Spingle Limited Edition Comic Series Cereal Box: The Movie: The Game";
"QUITMSG101" = "die";
"QUITMSG102" = "Aw, dude. There's still so many demons to kill. Don't leave me here with them.";
"QUITMSG103" = "Chase down the Willow?";
"QUITMSGNUM" = "103";
"LITH_ST_PFX_Percent" = "%";
"LITH_ST_PFX_Times" = "x";
"LITH_ST_PFX_Minutes" = "min";
"LITH_ST_PFX_Of255" = "/255";
"LITH_ST_PFX_Pixels" = "px";
"LITH_ST_PFX_Seconds" = "s";
"LITH_ST_PFX_Units" = "mu";
"LITH_ST_NAME_Unknown" = "Unknown";
"LITH_ST_NAME_LvSys_0" = "Auto";
"LITH_ST_NAME_LvSys_1" = "Hybrid";
"LITH_ST_NAME_LvSys_2" = "Manual";
"LITH_ST_NAME_ExpBar_0" = "None";
"LITH_ST_NAME_ExpBar_1" = "Default Red";
"LITH_ST_NAME_ExpBar_2" = "Tangy";
"LITH_ST_NAME_ExpBar_3" = "Lemonade";
"LITH_ST_NAME_ExpBar_4" = "Chartreuse";
"LITH_ST_NAME_ExpBar_5" = "Forest";
"LITH_ST_NAME_ExpBar_6" = "Mint";
"LITH_ST_NAME_ExpBar_7" = "Sky";
"LITH_ST_NAME_ExpBar_8" = "Comp";
"LITH_ST_NAME_ExpBar_9" = "Deep Purple";
"LITH_ST_NAME_ExpBar_10" = "Fallen Fox";
"LITH_ST_NAME_ExpBar_11" = "Pink";
"LITH_ST_NAME_ExpBar_12" = "More Pink";
"LITH_ST_NAME_Color_97" = "Brick";
"LITH_ST_NAME_Color_98" = "Tan";
"LITH_ST_NAME_Color_99" = "Grey";
"LITH_ST_NAME_Color_100" = "Green";
"LITH_ST_NAME_Color_101" = "Brown";
"LITH_ST_NAME_Color_102" = "Gold";
"LITH_ST_NAME_Color_103" = "Red";
"LITH_ST_NAME_Color_104" = "Blue";
"LITH_ST_NAME_Color_105" = "Orange";
"LITH_ST_NAME_Color_106" = "White";
"LITH_ST_NAME_Color_107" = "Yellow";
"LITH_ST_NAME_Color_108" = "Default";
"LITH_ST_NAME_Color_109" = "Black";
"LITH_ST_NAME_Color_110" = "Light Blue";
"LITH_ST_NAME_Color_111" = "Cream";
"LITH_ST_NAME_Color_112" = "Olive";
"LITH_ST_NAME_Color_113" = "Dark Green";
"LITH_ST_NAME_Color_114" = "Dark Red";
"LITH_ST_NAME_Color_115" = "Dark Brown";
"LITH_ST_NAME_Color_116" = "Purple";
"LITH_ST_NAME_Color_117" = "Dark Grey";
"LITH_ST_NAME_Color_118" = "Cyan";
"LITH_ST_NAME_Color_119" = "Ice";
"LITH_ST_NAME_Color_120" = "Fire";
"LITH_ST_NAME_Color_121" = "Sapphire";
"LITH_ST_NAME_Color_122" = "Teal";
"LITH_ST_NAME_Color_123" = "$LITH_CLASS_DARKLORD";
"LITH_ST_NAME_Color_124" = "$LITH_CLASS_MARINE";
"LITH_ST_NAME_Color_125" = "$LITH_CLASS_THOTH";
"LITH_ST_NAME_Color_126" = "$LITH_CLASS_ASSASSIN";
"LITH_ST_NAME_Color_127" = "$LITH_CLASS_INFORMANT";
"LITH_ST_NAME_Color_128" = "$LITH_CLASS_CYBERMAGE";
"LITH_ST_NAME_Color_129" = "$LITH_CLASS_WANDERER";
"LITH_ST_NAME_Color_130" = "Lane Red";
"LITH_ST_NAME_Color_131" = "Lane D. Orange";
"LITH_ST_NAME_Color_132" = "Lane Orange";
"LITH_ST_NAME_Color_133" = "Lane Yellow";
"LITH_ST_NAME_Color_134" = "Lane Y-Green";
"LITH_ST_NAME_Color_135" = "Lane Green";
"LITH_ST_NAME_Color_136" = "Lane Cyan";
"LITH_ST_NAME_Color_137" = "Lane Blue";
"LITH_ST_NAME_Color_138" = "Lane Indigo";
"LITH_ST_NAME_Color_139" = "Lane Purple";
"LITH_ST_NAME_Color_140" = "Lane Lavendar";
"LITH_ST_NAME_Color_141" = "Lane Pink";
"LITH_ST_NAME_Color_142" = "Lane Hot Pink";
"LITH_ST_NAME_Cursor_0" = "Green";
"LITH_ST_NAME_Cursor_1" = "Pink";
"LITH_ST_NAME_Cursor_2" = "Blue";
"LITH_ST_NAME_Cursor_3" = "Orange";
"LITH_ST_NAME_Cursor_4" = "Red";
"LITH_ST_NAME_Cursor_5" = "White";
"LITH_ST_NAME_Cursor_6" = "Outline";
"LITH_ST_NAME_Cursor_7" = "Outline (Tail)";
"LITH_ST_NAME_Cursor_8" = "Inv. Outline";
"LITH_ST_NAME_Cursor_9" = "Inv. Outline (Tail)";
"LITH_ST_NAME_XHair_0" = "Cross";
"LITH_ST_NAME_XHair_1" = "Circle";
"LITH_ST_NAME_XHair_2" = "Delta";
"LITH_ST_NAME_XHair_3" = "Oval";
"LITH_ST_NAME_XHair_4" = "Basic";
"LITH_ST_NAME_XHair_5" = "Delear";
"LITH_ST_NAME_XHair_6" = "Finirentur";
"LITH_ST_NAME_XHair_7" = "Angle";
"LITH_ST_NAME_XHair_8" = "Dot";
"LITH_ST_NAME_XHair_9" = "X+";
"LITH_ST_NAME_JpFont_0" = "Misaki Gothic";
"LITH_ST_NAME_JpFont_1" = "Misaki Mincho";
"LITH_ST_NAME_JpFont_2" = "k6x8";
"LITH_ST_NAME_JpFont_3" = "jiskan16";
"LITH_ST_NAME_Theme_0" = "Green";
"LITH_ST_NAME_Theme_1" = "Rose Pink";
"LITH_ST_NAME_Theme_2" = "Umi Blue";
"LITH_ST_NAME_Theme_3" = "Ender Red";
"LITH_ST_NAME_Theme_4" = "Orange";
"LITH_ST_NAME_Theme_5" = "Grey";
